Team,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Udinese,Martín Payero,ar ARG,MF,25.0,15.5,1,31,5,16.1,2.0,0.32,0.03,0.2,23.5,2,0,0,1.2,1.2,0.04,-0.2,-0.2
Udinese,Jordan Zemura,zw ZIM,DF,24.0,15.8,1,14,3,21.4,0.89,0.19,0.07,0.33,19.0,3,0,0,1.0,1.0,0.07,0.0,0.0
Udinese,Arthur Atta,fr FRA,MF,21.0,14.0,0,26,7,26.9,1.86,0.5,0.0,0.0,20.6,0,0,0,1.3,1.3,0.05,-1.3,-1.3
Udinese,Christian Kabasele,be BEL,DF,33.0,13.0,2,15,4,26.7,1.16,0.31,0.13,0.5,12.1,0,0,0,1.5,1.5,0.1,0.5,0.5
Udinese,Razvan Sava,ro ROU,GK,22.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Udinese,Lautaro Gianetti,ar ARG,DF,30.0,9.8,1,2,2,100.0,0.2,0.2,0.5,0.5,13.9,0,0,0,0.1,0.0,0.0,0.9,1.0
Udinese,Souleymane Touré,fr FRA,DF,21.0,8.2,1,4,2,50.0,0.49,0.24,0.25,0.5,7.0,0,0,0,0.4,0.4,0.09,0.6,0.6
Udinese,Keinan Davis,eng ENG,FW,26.0,11.9,2,29,11,37.9,2.43,0.92,0.07,0.18,12.7,0,0,0,2.9,2.9,0.1,-0.9,-0.9
Udinese,Oier Zarraga,es ESP,MF,25.0,10.0,1,6,1,16.7,0.6,0.1,0.17,1.0,21.2,0,0,0,0.4,0.4,0.07,0.6,0.6
Udinese,Alexis Sánchez,cl CHI,FW,35.0,4.9,0,7,0,0.0,1.43,0.0,0.0,,15.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8
Udinese,Brenner,br BRA,MF,24.0,4.3,1,7,4,57.1,1.62,0.93,0.14,0.25,19.8,0,0,0,0.6,0.6,0.09,0.4,0.4
Udinese,Iker Bravo,es ESP,FW,19.0,7.6,2,13,3,23.1,1.71,0.39,0.15,0.67,17.2,0,0,0,0.9,0.9,0.07,1.1,1.1
Udinese,Rui Modesto,ao ANG,DF,24.0,6.8,0,3,2,66.7,0.44,0.29,0.0,0.0,17.4,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Udinese,Nehuén Pérez,ar ARG,DF,24.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Udinese,Daniele Padelli,it ITA,GK,38.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Udinese,Simone Pafundi,it ITA,MF,18.0,1.3,0,2,1,50.0,1.55,0.78,0.0,0.0,23.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Udinese,Enzo Ebosse,cm CMR,DF,25.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Udinese,James Abankwah,ie IRL,DF,20.0,1.0,0,1,0,0.0,1.02,0.0,0.0,,15.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Udinese,Damián Pizarro,cl CHI,FW,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Udinese,Matteo Palma,de GER,DF,16.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Morten Frendrup,dk DEN,MF,23.0,34.5,2,30,9,30.0,0.87,0.26,0.07,0.22,21.9,0,0,0,1.6,1.6,0.05,0.4,0.4
Genoa,Aarón Martín,es ESP,DF,27.0,34.3,0,16,4,25.0,0.47,0.12,0.0,0.0,23.6,5,0,0,0.9,0.9,0.06,-0.9,-0.9
Genoa,Johan Vásquez,mx MEX,DF,25.0,33.8,3,36,8,22.2,1.06,0.24,0.08,0.38,16.4,1,0,0,2.4,2.4,0.07,0.6,0.6
Genoa,Andrea Pinamonti,it ITA,FW,25.0,31.8,10,78,29,37.2,2.45,0.91,0.13,0.34,16.1,2,0,1,7.7,7.0,0.09,2.3,3.0
Genoa,Nicola Leali,it ITA,GK,31.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Koni De Winter,be BEL,DF,22.0,23.7,3,13,7,53.8,0.55,0.3,0.23,0.43,8.8,0,0,0,2.1,2.1,0.16,0.9,0.9
Genoa,Stefano Sabelli,it ITA,DF,31.0,23.0,0,6,1,16.7,0.26,0.04,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Genoa,Morten Thorsby,no NOR,MF,28.0,21.2,0,15,6,40.0,0.71,0.28,0.0,0.0,12.2,0,0,0,2.8,2.8,0.19,-2.8,-2.8
Genoa,Fabio Miretti,it ITA,MF,20.0,18.8,3,24,6,25.0,1.27,0.32,0.13,0.5,17.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1
Genoa,Milan Badelj,hr CRO,MF,35.0,16.5,1,14,2,14.3,0.85,0.12,0.07,0.5,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0
Genoa,Alessandro Zanoli,it ITA,"FW,DF",23.0,19.2,1,11,3,27.3,0.57,0.16,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6
Genoa,Mattia Bani,it ITA,DF,30.0,16.8,0,8,3,37.5,0.48,0.18,0.0,0.0,9.2,0,0,0,1.2,1.2,0.15,-1.2,-1.2
Genoa,Patrizio Masini,it ITA,MF,23.0,17.1,1,8,1,12.5,0.47,0.06,0.13,1.0,15.5,0,0,0,0.4,0.4,0.05,0.6,0.6
Genoa,Vitinha,pt POR,FW,24.0,14.9,2,33,5,15.2,2.21,0.34,0.06,0.4,20.3,1,0,0,1.6,1.6,0.05,0.4,0.4
Genoa,Alan Matturro,uy URU,DF,19.0,10.0,0,4,3,75.0,0.4,0.3,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Genoa,Junior Messias,br BRA,MF,33.0,9.5,1,17,5,29.4,1.8,0.53,0.06,0.2,21.0,1,0,1,2.4,1.4,0.08,-1.4,-0.4
Genoa,Brooke Norton-Cuffy,eng ENG,DF,20.0,8.0,0,5,2,40.0,0.62,0.25,0.0,0.0,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Genoa,Alessandro Vogliacco,it ITA,DF,25.0,8.0,2,5,2,40.0,0.63,0.25,0.4,1.0,10.6,0,0,0,1.3,1.3,0.27,0.7,0.7
Genoa,Pierluigi Gollini,it ITA,GK,29.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Jeff Ekhator,it ITA,FW,17.0,8.6,1,10,3,30.0,1.16,0.35,0.1,0.33,15.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3
Genoa,Ruslan Malinovskyi,ua UKR,MF,31.0,4.3,0,9,3,33.3,2.09,0.7,0.0,0.0,30.2,3,0,0,0.2,0.2,0.03,-0.2,-0.2
Genoa,Caleb Ekuban,gh GHA,FW,30.0,6.2,1,18,6,33.3,2.9,0.97,0.06,0.17,13.0,0,0,0,2.8,2.8,0.15,-1.8,-1.8
Genoa,Honest Ahanor,it ITA,DF,16.0,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,10.5,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Genoa,Sebastian Otoa,dk DEN,DF,20.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Jean Onana,cm CMR,MF,24.0,3.4,0,1,0,0.0,0.3,0.0,0.0,,40.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Genoa,Maxwel Cornet,ci CIV,FW,27.0,2.7,2,5,3,60.0,1.82,1.09,0.4,0.67,12.3,0,0,0,1.0,1.0,0.2,1.0,1.0
Genoa,Lior Kasa,il ISR,MF,18.0,2.6,0,5,2,40.0,1.95,0.78,0.0,0.0,16.7,0,0,0,1.1,1.1,0.23,-1.1,-1.1
Genoa,Benjamin Siegrist,ch SUI,GK,32.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Lorenzo Venturino,it ITA,FW,18.0,1.9,2,4,3,75.0,2.14,1.61,0.5,0.67,15.5,0,0,0,0.7,0.7,0.18,1.3,1.3
Genoa,Emil Bohinen,no NOR,MF,25.0,1.8,0,2,0,0.0,1.08,0.0,0.0,,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1
Genoa,Filippo Melegoni,it ITA,MF,25.0,1.0,0,1,0,0.0,1.01,0.0,0.0,,21.4,0,0,0,0.0,0.0,0.04,0.0,0.0
Genoa,Alessandro Marcandalli,it ITA,DF,21.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Mario Balotelli,it ITA,FW,33.0,0.7,0,2,0,0.0,2.9,0.0,0.0,,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0
Genoa,David Akpan Ankeye,ng NGA,FW,22.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Gastón Pereiro,uy URU,MF,29.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Daniele Sommariva,it ITA,GK,27.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Genoa,Federico Accornero,it ITA,MF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Hellas Verona,Lorenzo Montipò,it ITA,GK,28.0,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Hellas Verona,Jackson Tchatchoua,cm CMR,DF,22.0,35.2,2,18,3,16.7,0.51,0.09,0.11,0.67,20.2,0,0,0,1.6,1.6,0.09,0.4,0.4
Hellas Verona,Diego Coppola,it ITA,DF,20.0,32.5,2,10,4,40.0,0.31,0.12,0.2,0.5,9.1,0,0,0,0.7,0.7,0.07,1.3,1.3
Hellas Verona,Ondrej Duda,sk SVK,MF,29.0,26.7,1,25,5,20.0,0.94,0.19,0.04,0.2,27.1,5,0,0,1.0,1.0,0.04,0.0,0.0
Hellas Verona,Tomáš Suslov,sk SVK,MF,22.0,23.3,0,32,7,21.9,1.37,0.3,0.0,0.0,21.6,4,0,0,1.6,1.6,0.05,-1.6,-1.6
Hellas Verona,Amin Sarr,se SWE,FW,23.0,21.4,4,23,7,30.4,1.07,0.33,0.17,0.57,14.3,0,0,0,3.2,3.2,0.15,0.8,0.8
Hellas Verona,Domagoj Bradarić,hr CRO,DF,24.0,21.6,1,9,4,44.4,0.42,0.18,0.11,0.25,19.6,0,0,0,0.8,0.8,0.08,0.2,0.2
Hellas Verona,Paweł Dawidowicz,pl POL,DF,29.0,20.5,0,4,0,0.0,0.19,0.0,0.0,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Hellas Verona,Daniele Ghilardi,it ITA,DF,21.0,22.6,0,12,4,33.3,0.53,0.18,0.0,0.0,13.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Hellas Verona,Casper Tengstedt,dk DEN,FW,24.0,17.1,6,37,10,27.0,2.17,0.59,0.14,0.5,14.2,0,1,1,5.3,4.5,0.12,0.7,0.5
Hellas Verona,Reda Belahyane,ma MAR,MF,20.0,18.5,0,6,2,33.3,0.33,0.11,0.0,0.0,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Hellas Verona,Darko Lazović,rs SRB,DF,33.0,16.3,2,19,3,15.8,1.16,0.18,0.05,0.33,18.2,0,1,1,2.5,1.7,0.09,-0.5,-0.7
Hellas Verona,Suat Serdar,de GER,MF,27.0,15.4,2,30,8,26.7,1.95,0.52,0.07,0.25,20.9,0,0,0,1.9,1.9,0.06,0.1,0.1
Hellas Verona,Nicolás Valentini,ar ARG,DF,23.0,12.6,0,8,0,0.0,0.64,0.0,0.0,,13.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Hellas Verona,Daniel Mosquera,co COL,FW,24.0,15.4,5,57,15,26.3,3.7,0.97,0.09,0.33,13.5,0,0,0,6.6,6.6,0.12,-1.6,-1.6
Hellas Verona,Giangiacomo Magnani,it ITA,DF,28.0,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
Hellas Verona,Flavius Daniliuc,at AUT,DF,23.0,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Hellas Verona,Dailon Livramento,cv CPV,FW,23.0,10.5,1,13,4,30.8,1.24,0.38,0.08,0.25,12.0,0,0,0,1.8,1.8,0.14,-0.8,-0.8
Hellas Verona,Grigoris Kastanos,cy CYP,MF,26.0,9.8,1,22,5,22.7,2.26,0.51,0.05,0.2,23.0,2,0,0,1.0,1.0,0.05,0.0,0.0
Hellas Verona,Cheikh Tidiane Niasse,sn SEN,MF,24.0,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,21.8,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Hellas Verona,Antoine Bernede,fr FRA,MF,25.0,6.7,1,4,2,50.0,0.6,0.3,0.25,0.5,21.0,0,0,0,0.8,0.8,0.19,0.2,0.2
Hellas Verona,Martin Frese,dk DEN,DF,26.0,6.1,0,2,0,0.0,0.33,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Hellas Verona,Abdou Harroui,nl NED,MF,26.0,5.2,1,15,4,26.7,2.9,0.77,0.07,0.25,17.7,1,0,0,2.2,2.2,0.15,-1.2,-1.2
Hellas Verona,Daniel Bandeira,pt POR,MF,24.0,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Hellas Verona,Davide Faraoni,it ITA,DF,32.0,2.9,0,1,0,0.0,0.34,0.0,0.0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Hellas Verona,Simone Perilli,it ITA,GK,29.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Hellas Verona,Daniel Oyegoke,eng ENG,DF,21.0,1.1,0,1,0,0.0,0.87,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Hellas Verona,Mathis Lambourde,fr FRA,FW,18.0,1.0,1,2,1,50.0,2.02,1.01,0.5,1.0,18.6,0,0,0,0.2,0.2,0.08,0.8,0.8
Hellas Verona,Faride Alidou,de GER,FW,23.0,0.8,0,1,0,0.0,1.27,0.0,0.0,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Hellas Verona,Junior Ajayi,ci CIV,FW,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Hellas Verona,Alphadjo Cissè,it ITA,FW,17.0,0.1,0,2,2,100.0,20.0,20.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Hellas Verona,Yllan Okou,fr FRA,DF,21.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cagliari,Roberto Piccoli,it ITA,FW,23.0,34.9,10,97,28,28.9,2.78,0.8,0.09,0.32,13.1,1,1,1,12.7,12.0,0.12,-2.7,-3.0
Cagliari,Sebastiano Luperto,it ITA,DF,27.0,36.0,1,21,5,23.8,0.58,0.14,0.05,0.2,12.4,0,0,0,2.2,2.2,0.1,-1.2,-1.2
Cagliari,Gabriele Zappa,it ITA,DF,24.0,34.0,2,11,5,45.5,0.32,0.15,0.18,0.4,16.9,0,0,0,0.9,0.9,0.08,1.1,1.1
Cagliari,Nadir Zortea,it ITA,DF,25.0,30.3,6,33,10,30.3,1.09,0.33,0.18,0.6,19.3,0,0,0,3.1,3.1,0.09,2.9,2.9
Cagliari,Yerry Mina,co COL,DF,29.0,28.6,1,26,8,30.8,0.91,0.28,0.04,0.13,11.2,0,0,0,2.3,2.3,0.09,-1.3,-1.3
Cagliari,Tommaso Augello,it ITA,DF,29.0,30.3,0,8,0,0.0,0.26,0.0,0.0,,22.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Cagliari,Michel Ndary Adopo,fr FRA,MF,24.0,26.9,1,20,4,20.0,0.74,0.15,0.05,0.25,15.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Cagliari,Antoine Makoumbou,cg CGO,MF,26.0,24.1,0,7,0,0.0,0.29,0.0,0.0,,22.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Cagliari,Zito Luvumbo,ao ANG,FW,22.0,18.0,2,23,4,17.4,1.28,0.22,0.09,0.5,16.0,0,0,0,2.1,2.1,0.09,-0.1,-0.1
Cagliari,Elia Caprile,it ITA,GK,22.0,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cagliari,Nicolas Viola,it ITA,FW,34.0,14.3,3,31,9,29.0,2.17,0.63,0.1,0.33,20.4,4,0,0,2.2,2.2,0.07,0.8,0.8
Cagliari,Alessandro Deiola,it ITA,MF,28.0,16.0,2,18,5,27.8,1.12,0.31,0.11,0.4,18.1,0,0,0,1.7,1.7,0.1,0.3,0.3
Cagliari,Răzvan Marin,ro ROU,MF,28.0,15.7,3,21,8,38.1,1.34,0.51,0.05,0.13,25.6,2,2,2,2.4,0.8,0.04,0.6,0.2
Cagliari,Simone Scuffet,it ITA,GK,28.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cagliari,Adam Obert,sk SVK,DF,21.0,12.0,1,9,2,22.2,0.75,0.17,0.11,0.5,12.0,0,0,0,0.9,0.9,0.11,0.1,0.1
Cagliari,José Luis Palomino,ar ARG,DF,34.0,12.0,1,2,1,50.0,0.17,0.08,0.5,1.0,4.6,0,0,0,0.5,0.5,0.24,0.5,0.5
Cagliari,Mattia Felici,it ITA,MF,23.0,10.4,0,10,6,60.0,0.97,0.58,0.0,0.0,12.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Cagliari,Gianluca Gaetano,it ITA,MF,24.0,11.3,2,30,6,20.0,2.65,0.53,0.07,0.33,17.2,2,0,0,4.9,4.9,0.16,-2.9,-2.9
Cagliari,Matteo Prati,it ITA,MF,20.0,6.4,0,4,0,0.0,0.62,0.0,0.0,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Cagliari,Alen Sherri,al ALB,GK,26.0,6.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cagliari,Paulo Azzi,br BRA,DF,30.0,4.8,0,8,3,37.5,1.68,0.63,0.0,0.0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Cagliari,Florinel Coman,ro ROU,FW,26.0,2.9,1,4,1,25.0,1.36,0.34,0.25,1.0,19.9,1,0,0,0.2,0.2,0.06,0.8,0.8
Cagliari,Leonardo Pavoletti,it ITA,FW,35.0,5.0,2,18,7,38.9,3.63,1.41,0.11,0.29,11.5,0,0,0,2.7,2.7,0.15,-0.7,-0.7
Cagliari,Gianluca Lapadula,pe PER,FW,34.0,3.5,0,15,3,20.0,4.34,0.87,0.0,0.0,12.8,0,0,0,1.4,1.4,0.1,-1.4,-1.4
Cagliari,Mateusz Wieteska,pl POL,DF,27.0,2.0,0,1,0,0.0,0.49,0.0,0.0,,8.1,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Cagliari,Kingstone Mutandwa,zm ZAM,FW,21.0,1.4,0,4,0,0.0,2.83,0.0,0.0,,17.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Cagliari,Giuseppe Ciocci,it ITA,GK,22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cagliari,Nicola Pintus,it ITA,DF,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Parma,Zion Suzuki,jp JPN,GK,21.0,36.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Parma,Simon Sohm,ch SUI,MF,23.0,33.3,4,34,13,38.2,1.02,0.39,0.12,0.31,18.8,0,0,0,3.1,3.1,0.09,0.9,0.9
Parma,Emanuele Valeri,it ITA,DF,25.0,32.0,2,26,4,15.4,0.81,0.13,0.04,0.25,24.4,1,1,1,1.8,1.0,0.04,0.2,0.0
Parma,Enrico Del Prato,it ITA,DF,24.0,32.8,4,12,5,41.7,0.37,0.15,0.33,0.8,12.0,0,0,0,2.0,2.0,0.17,2.0,2.0
Parma,Ange-Yoan Bonny,fr FRA,FW,20.0,28.3,6,61,19,31.1,2.15,0.67,0.07,0.21,16.7,0,2,3,9.4,7.1,0.12,-3.4,-3.1
Parma,Mandela Keita,be BEL,MF,22.0,20.4,0,5,4,80.0,0.25,0.2,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Parma,Botond Balogh,hu HUN,DF,22.0,22.9,0,3,0,0.0,0.13,0.0,0.0,,5.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Parma,Dennis Man,ro ROU,FW,25.0,22.3,4,49,20,40.8,2.2,0.9,0.08,0.2,17.1,0,0,0,5.5,5.5,0.11,-1.5,-1.5
Parma,Matteo Cancellieri,it ITA,FW,22.0,16.0,3,22,7,31.8,1.38,0.44,0.14,0.43,17.6,0,0,0,2.7,2.7,0.12,0.3,0.3
Parma,Lautaro Valenti,ar ARG,DF,25.0,17.3,1,7,2,28.6,0.4,0.12,0.14,0.5,22.1,0,0,0,0.2,0.2,0.04,0.8,0.8
Parma,Adrian Bernabe,es ESP,MF,23.0,16.3,1,27,5,18.5,1.66,0.31,0.04,0.2,26.2,7,0,0,1.3,1.3,0.05,-0.3,-0.3
Parma,Valentin Mihaila,ro ROU,FW,24.0,14.4,0,31,11,35.5,2.15,0.76,0.0,0.0,22.1,5,0,0,2.4,2.4,0.08,-2.4,-2.4
Parma,Hernani,br BRA,MF,30.0,14.8,3,17,3,17.6,1.15,0.2,0.0,0.0,33.1,7,3,3,2.8,0.5,0.03,0.2,-0.5
Parma,Giovanni Leoni,it ITA,DF,17.0,13.4,1,2,1,50.0,0.15,0.07,0.5,1.0,9.6,0,0,0,0.1,0.1,0.07,0.9,0.9
Parma,Woyo Coulibaly,ml MLI,DF,25.0,12.1,0,3,0,0.0,0.25,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Parma,Antoine Hainaut,fr FRA,DF,22.0,13.5,2,6,3,50.0,0.45,0.22,0.33,0.67,19.1,0,0,0,0.8,0.8,0.14,1.2,1.2
Parma,Pontus Almqvist,se SWE,FW,25.0,12.4,1,26,9,34.6,2.09,0.72,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1
Parma,Alessandro Vogliacco,it ITA,DF,25.0,8.6,0,1,1,100.0,0.12,0.12,0.0,0.0,6.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Parma,Mateo Pellegrino,ar ARG,FW,23.0,8.3,3,22,9,40.9,2.66,1.09,0.14,0.33,12.9,0,0,0,3.3,3.3,0.15,-0.3,-0.3
Parma,Nahuel Estévez,ar ARG,MF,28.0,7.4,0,5,1,20.0,0.68,0.14,0.0,0.0,25.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Parma,Alessandro Circati,au AUS,DF,20.0,6.0,0,2,0,0.0,0.33,0.0,0.0,,7.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3
Parma,Mohamed Haj,tn TUN,MF,19.0,5.0,1,7,3,42.9,1.39,0.59,0.14,0.33,16.7,0,0,0,0.6,0.6,0.09,0.4,0.4
Parma,Jacob Ondrejka,se SWE,MF,21.0,4.7,5,14,10,71.4,2.97,2.12,0.36,0.5,19.9,2,0,0,1.3,1.3,0.09,3.7,3.7
Parma,Milan Đurić,ba BIH,FW,34.0,3.0,1,5,1,20.0,1.67,0.33,0.2,1.0,12.8,0,0,0,0.3,0.3,0.05,0.7,0.7
Parma,Adrian Benedyczak,pl POL,FW,23.0,2.4,0,3,0,0.0,1.26,0.0,0.0,,18.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Parma,Yordan Osorio,ve VEN,DF,30.0,1.9,0,1,0,0.0,0.52,0.0,0.0,,25.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Parma,Drissa Camara,ci CIV,MF,22.0,5.0,0,15,5,33.3,3.01,1.0,0.0,0.0,19.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Parma,Leandro Chichizola,ar ARG,GK,34.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Parma,Mateusz Kowalski,pl POL,MF,19.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4
Parma,Gabriel Charpentier,cg CGO,FW,25.0,3.0,1,9,4,44.4,2.99,1.33,0.11,0.25,17.6,0,0,0,1.3,1.3,0.15,-0.3,-0.3
Parma,Mathias Løvik,no NOR,DF,20.0,1.0,0,1,0,0.0,0.98,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Parma,Wylan Cyprien,fr FRA,MF,29.0,0.3,0,1,0,0.0,3.21,0.0,0.0,,15.2,0,0,0,0.2,0.2,0.2,-0.2,-0.2
Lecce,Federico Baschirotto,it ITA,DF,27.0,38.0,2,22,8,36.4,0.58,0.21,0.09,0.25,11.8,0,0,0,1.2,1.2,0.06,0.8,0.8
Lecce,Wladimiro Falcone,it ITA,GK,29.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lecce,Nikola Krstović,me MNE,FW,24.0,34.1,11,134,38,28.4,3.93,1.11,0.07,0.24,18.8,6,2,3,12.1,9.7,0.07,-1.1,-0.7
Lecce,Antonino Gallo,it ITA,DF,24.0,29.0,0,9,3,33.3,0.31,0.1,0.0,0.0,23.9,2,0,0,0.3,0.3,0.03,-0.3,-0.3
Lecce,Frederic Guilbert,fr FRA,DF,29.0,27.2,0,11,0,0.0,0.4,0.0,0.0,,25.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Lecce,Lassana Coulibaly,ml MLI,MF,28.0,29.8,1,9,3,33.3,0.3,0.1,0.11,0.33,18.7,0,0,0,0.8,0.8,0.09,0.2,0.2
Lecce,Kialonda,ao ANG,DF,26.0,23.8,0,16,0,0.0,0.67,0.0,0.0,,10.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1
Lecce,Tete Morente,es ESP,FW,27.0,22.6,3,41,13,31.7,1.81,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,0.1,0.1
Lecce,Santiago Pierotti,ar ARG,FW,23.0,21.7,4,32,7,21.9,1.48,0.32,0.13,0.57,15.1,0,0,0,3.1,3.1,0.1,0.9,0.9
Lecce,Patrick Dorgu,dk DEN,DF,19.0,20.5,3,36,10,27.8,1.76,0.49,0.08,0.3,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3
Lecce,Ylber Ramadani,al ALB,MF,28.0,20.2,1,17,6,35.3,0.84,0.3,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,0.4,0.4
Lecce,Balthazar Pierret,fr FRA,MF,24.0,19.3,0,6,0,0.0,0.31,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Lecce,Gaby Jean,fr FRA,DF,24.0,15.5,0,1,1,100.0,0.06,0.06,0.0,0.0,12.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
